Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
United Kingdom,Executive Double Room,1  ,October 2018,Couple," Bed was the comfiest I’ve ever slept in, gorgeous views and excellent service",9.6,Fabulous,0,1,bed|location|staff|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Very clean nice large bath. Bed was nice and comfy. Central to all the shops. Very happy with our stay.,9.2,Wonderful,0,1,dirty|bathroom|bed|comfort|location|restaurant|
Taiwan,Superior Double Room,2  ,October 2018,Family," Super friendly and helpful staff.
Great location. Just across the street of the train station.",8.3,Very Convenient. Great location.,0,1,staff|location|
United Kingdom,Superior Twin Room,1  ,October 2018,Group, Stayed overnight following an event at Arena. Very convenient location. Quiet drink in bar before a very restful night’s sleep & a very good breakfast.,7.5,Overnight stay.,0,1,location|noisiness|drink|restaurant|bed|food|
United Kingdom,Superior Double Room,1  ,October 2018,Couple," Location, spacious room and good gym.",6.7,Pleasant,0,1,location|fitness|
Switzerland,Superior Twin Room,1  ,October 2018,Family," Very well situated, friendly and helpful staff.",9.2,Wonderful,0,1,staff|
United Kingdom,Superior Twin Room,1  ,October 2018,Group, The room was very spacious and clean with everything you need from a hotel.,7.9,Great nights stay perfect location in town centre,0,1,dirty|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Great location. Very friendly staff.,9.6,Exceptional,0,1,location|staff|
United Kingdom,Superior Double Room,1  ,October 2018,Solo traveler, The upgrade was appreciated and the room was superb. View was really good. Bathroom was clean and toiletries added a nice touch. The bed was so comfortable. Had a relaxing stay.,8.0,Location is good as it’s close to train station and an array of shops. Hotel has a nice atmosphere.,0,1,location|bathroom|dirty|bed|comfort|
United Kingdom,Superior Double Room,1  ,September 2018,Solo traveler, Very helpful staff.,7.9,Good,0,1,staff|
United Kingdom,Executive Double Room,1  ,October 2018,Solo traveler," Attentive staff, good size room. Overall  good hotel with a great city location.",9.6,Good city centre hotel,0,1,staff|location|
United Kingdom,Superior Twin Room,1  ,October 2018,Group, Great location & friendly staff!,6.7,Pleasant,0,1,location|staff|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Although breakfast was quite expensive the choice was excellent. Location brilliant.,9.6,Exceptional,0,1,food|price|location|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Location great . Sky sports in the room great .,6.7,It was ok,0,1,location|
United Kingdom,Superior Double Room,2  ,October 2018,Couple," The purpose of our stay was our anniversary, this was the first place we stayed at when we met  8 years ago so thought it was a good idea , problem with our stay this time was the room was noisy due to something on the outside of the building blowing in the wind both nights , also we wanted to eat in the restaurant but on approaching it there was a horrible smell of drains near to the entrance doors in the lobby on floor one , this wasn’t a one off as it was there both nights ,",7.5,Relaxing but spoilt by above,0,1,location|noisiness|restaurant|
United Kingdom,Superior Twin Room,1  ,October 2018,Group, Lovely bright very clean room and gorgeous bathroom.  Staff very friendly and efficient.  Breakfast buffet was excellent and staff attentive. Great location for shopping and restaurants in Leeds.,9.2,Excellent for a Short City Stay,0,1,dirty|bathroom|staff|food|location|restaurant|
United Kingdom,Superior Double Room,1  ,October 2018,Couple," Location of the property is excellent
Room was excellentn",8.8,"Great location, excellent staff",0,1,location|
United Kingdom,Executive Triple Room,1  ,October 2018,Group," I loved that the room had plenty of mirrors and sockets for us all to get ready, the room was clean, the items within the room were upmarket, Elemis, coffee pods etc.",7.5,great city centre location altho not very helpful staff,0,1,dirty|drink|
United Kingdom,Superior Double Room,2  ,October 2018,Couple," Location is excellent, plenty of bars and restaurants on the doorstep as well as the brilliant shopping on offer.",7.5,Good,0,1,location|drink|restaurant|
United Kingdom,Superior Twin Room,1  ,October 2018,Couple, Locality convenience breakfast amazing,6.7,Good but room for improvement - sleep is key,0,1,comfort|food|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Service and location,7.5,Enjoyed the location and hotel. Good staff,0,1,staff|location|
United Kingdom,Superior Twin Room,1  ,October 2018,Group, Location,7.5,Great location close to train station and great bars and restaurants,0,1,location|
United Kingdom,Superior Twin Room,1  ,October 2018,Group, The beds were soooo comfy,9.2,"Great location, Perfect if you want to be within walking distance to trinity and Greek street 👌",0,1,bed|comfort|
United Kingdom,Executive Triple Room,1  ,October 2018,Group," Location is the best part of the hotel, right next to the station and all shops/bars/restaurants. The rooms had all facilities you require",8.3,Very Good,0,1,location|restaurant|drink|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Very near the main station and easy to find.,7.9,Waiting for lifts,0,1,location|
Hungary,Superior Twin Room,3  ,October 2018,Solo traveler," Nice staff, perfect location.",9.6,Exceptional,0,1,staff|location|
Netherlands,Superior Twin Room,1  ,October 2018,Solo traveler," The hotel is in the middle of Leeds city centre. 
Short distance to Leeds Railway station, shops.
Hotel is very good and although in middle of city centre very quiet inside rooms.
On first floor there is an excellent restaurant.",9.2,"Great hotel in city centre of Leeds in walking distance of railway, shops",0,1,location|restaurant|noisiness|
United Kingdom,Superior Double Room,3  ,October 2018,Solo traveler, The location is good.very close to the shopping center and train station. The condition is above the average.,7.9,Good,0,1,location|temperature|
United Kingdom,Superior Double Room,1  ,October 2018,Solo traveler," good hotel in good position, easy check in",9.6,very nice and great position,0,1,
United Kingdom,Superior Double Room,1  ,October 2018,Group, Hotel is excellent.,8.8,Excellent,0,1,
United Kingdom,Superior Double Room,1  ,October 2018,Solo traveler, Really comfortable room with excellent wifi service,9.2,Excellent value for money - really comfortable room,0,1,comfort|wifi|staff|
United Kingdom,Superior Twin Room,1  ,September 2018,Group," Rooms good size, clean and quiet. 
Good location .",7.5,Overall we enjoyed our stay and would go back.,0,1,dirty|noisiness|location|
United Kingdom,Superior Twin Room,1  ,October 2018,Couple," Great room  , huge comfortable bed ideal location",8.8,Short day but would definitely use the hotel again,0,1,comfort|bed|location|
United Kingdom,Executive Triple Room,2  ,October 2018,Group, Great location for the heart of the city,7.5,Good,0,1,location|
United Kingdom,Executive Double Room,1  ,October 2018,Family," perfect outlook of the light festival, staff friendly and efficient, breakfast good",7.9,"good city centre location, friendly staff, cleanliness a little off expectations",0,1,staff|food|
United Kingdom,Superior Double Room,1  ,October 2018,Couple, Ideal location and great views (from the 17th floor),7.9,Ideal location!,0,1,location|
United Kingdom,Superior Double Room,3  ,September 2018,Solo traveler, location is good. near to the train station and city center. The city view is nice from the window.,9.2,Wonderful,0,1,location|
United Kingdom,Superior Double Room,1  ,September 2018,Couple, Location the way the staff were so friendly and the cleanness off the room was so good breakfast is a must  you have a amazing. Place so well done will definitely be going back,9.2,Wonderful,0,1,location|staff|food|
United Kingdom,Superior Double Room,1  ,October 2018,Solo traveler, Nice and clean hotel with great views across the city.,9.2,Wonderful,0,1,dirty|location|
United Kingdom,Superior Double Room,1  ,September 2018,Couple," Proximity to railway station 
Spacious rooms
Good breakfast",9.2,Weekend break,0,1,location|food|
United Kingdom,Superior Double Room,2  ,September 2018,Couple," Staff quick, assertiveness, in attending to our request however how small... Is requested 2 forks they came within the minute or just after that, same with towels",9.6,Park .Plaza hotel,0,1,staff|bathroom|
United Kingdom,Executive Double Room,1  ,September 2018,Couple, Hotel was amazing very comfy beds shower was perfect everything was spot on,9.6,Exceptional,0,1,comfort|bed|bathroom|location|
United Kingdom,Superior Double Room,1  ,September 2018,Couple, Great location near railway station shops bars & restaurants.,8.8,Excellent,0,1,location|restaurant|drink|
United Kingdom,Executive Double Room,1  ,September 2018,Family, Comfortable and good sized room. Clean. Room with a fab city view.,8.3,Ideal location right near the heart of the city.,0,1,comfort|dirty|location|
United Kingdom,Superior Double Room,1  ,September 2018,Group, Location,7.5,Good,0,1,location|
United Kingdom,Superior Double Room,2  ,September 2018,Couple, The breakfast was great even catered for my husband whom is gluten free still had full english,8.8,"Great location, central to everything",0,1,food|
United Kingdom,Executive Double Room,1  ,September 2018,Family, Upgraded to a suite which helped immensely travelling with two small children. Varied breakfast with everything you could need. Friendly helpful staff.,9.2,Comfortable and enjoyable,0,1,food|staff|
United Kingdom,Superior Twin Room,1  ,September 2018,Group," Central for train station, shopping, bars & restaurant's",8.8,Excellent,0,1,location|drink|restaurant|
United Kingdom,Superior Double Room,1  ,September 2018,Couple, Everything,8.3,Good,0,1,
Oman,Superior Twin Room,12  ,September 2018,Solo traveler, Location,6.7,Pleasant,0,1,location|
United Kingdom,Executive Double Room,1  ,September 2018,Couple," Nice size room, clean, tidy, nice view.",7.5,Reasonable but not as good as expected.,0,1,dirty|location|
United Kingdom,Superior Double Room,1  ,September 2018,Couple, Rooms ok parking not so easy and expensive,6.7,Pleasant,0,1,parking|price|
United Kingdom,Superior Double Room,4  ,September 2018,Solo traveler, very strategic location near shopping centre and train station,9.6,Good value of location,0,1,location|
United Kingdom,Executive Double Room,1  ,September 2018,Couple," Room was large, great city views and very comfortable bed",8.8,Excellent,0,1,location|comfort|bed|
United Kingdom,Superior Double Room,1  ,September 2018,Couple, Location was good,6.7,"Breakfast ruined it for us, rooms ok, location good.",0,1,location|
United Kingdom,Executive Double Room,2  ,September 2018,Family, The location is great for everything in and around Leeds centre.,7.5,Perfect to visit Leeds.,0,1,location|
United Kingdom,Superior Double Room,3  ,September 2018,Family," The location is excellent, it’s very convenient for the city centre and the train station and the view from the 10th floor was spectacular. The rooms are large and the beds are enormous and comfortable.
Inclusion of a small fridge was great for storing our baby’s milk.
The staff were pleasant and helpful when asked questions.",7.1,Less polished than usual,0,1,location|bed|comfort|staff|noisiness|
United Kingdom,Superior Double Room,1  ,September 2018,Couple, Location,7.9,Good,0,1,location|
United Kingdom,Executive Double Room,1  ,September 2018,Family, The location is fabulous! Hotel is very good for the price!,9.6,Perfect one night stay with breakfast,0,1,location|price|
