,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities,Predicted
647,Belgium,Superior Double Room,2  ,March 2019,Couple," Everything was just perfect!
Will definitely come back.",10.0,Impeccable!,0,1,,1
648,Singapore,Superior Double Room,6  ,March 2019,Solo traveler," Location was great, just few mins away from Victoria statuon, one of the main stations in London city, lots of buses n trains your can take to within the city or out of the city. Room and bed was very comfortable.",9.2,"Excellent location, comfy n cosy room",0,1,location|bed|comfort|,1
649,Ireland,Superior Double Room,2  ,March 2019,Couple, Staff were excellent,10.0,Highly recommend,0,1,staff|,1
650,United Kingdom,Executive Double Room,1  ,March 2019,Couple," The room was very good, liked the touch screen options for air conditioning, curtains lighting. Very comfortable bed.",9.2,"Perfect location for places to eat, drink and shows.",0,1,tv|temperature|comfort|bed|,1
651,United Kingdom,Superior Double Room,2  ,March 2019,Solo traveler, I was upgraded on arrival and my room was very comfortable. The staff were very helpful and accepted delivery and of photographic equipment for me in my absence. The room facilities were great too.,9.6,Exceptional,0,1,comfort|staff|,0
652,Belgium,Superior Double Room,2  ,March 2019,Couple," We didn't really use the hotel facilities - just for sleeping.  Our room was really comfortable, clean and fairly quiet.  Window could be opened.  Lots of buttons in a control panel for lighting, air, etc.  Plenty of lifts, which were pretty fast.  This hotel is an excellent base for London sightseeing, just a few minutes walk from Victoria tube station.",8.3,"Comfortable, clean, great location - we will go back.  I'd just appreciate a warmer welcome.",0,1,bed|comfort|dirty|noisiness|temperature|location|,0
653,United Kingdom,Superior Double Room,1  ,March 2019,Solo traveler," Friendly staff, great location, always a pleasure to stay here.",9.2,Making your stay memorable.,0,1,staff|location|comfort|,1
654,United States of America,Executive Studio,2  ,March 2019,Family," The bed was very comfy. Overall a very nice place, definitely would recommend it to new visitors in London. Loved having universal chargers in the room",9.2,Wonderful,0,1,bed|comfort|location|,0
655,United Kingdom,Superior Double Room,1  ,March 2019,Couple," Room was amazing, staff at bar and reception were so freindly and helpful.",10.0,Exceptional,0,1,staff|drink|restaurant|,1
656,United Kingdom,Superior Double Room,1  ,March 2019,Solo traveler," Having been upgraded to an apartment, I was impressed with the size and appointment of the accommodation, the quality of the bed and bedding, the effectiveness of the shower, also the towels and toiletries provided. Room Service was really efficient with quality offerings. It’s also really handy to be able to check your bill in your room and then not have to queue to check out.",9.2,Great quality and really comfortable,0,1,bed|bathroom|staff|,1
657,Ireland,Superior Double Room,2  ,March 2019,Couple, Excellent location. Lovely clean room with everything you need.,9.6,Exceptional,0,1,location|dirty|,0
658,Switzerland,Superior Double Room,1  ,March 2019,Couple, Location,7.5,Good,0,1,location|,1
659,United Kingdom,Superior Double Room,2  ,March 2019,Couple, Love the rooms! We never stay anywhere else :),9.6,Exceptional,0,1,,1
660,United Kingdom,Superior Double Room,1  ,March 2019,Couple, Wonderful staff with surprise upgrade! Comfortable beds and atmosphere! It was a wonderful stay and staff were great.,10.0,"Comfortable, luxurious and worth it!",0,1,staff|comfort|bed|,1
661,Bulgaria,Executive Studio,4  ,March 2019,Family, The beds are so comfortable.,9.6,Exceptional,0,1,bed|comfort|,1
662,United Kingdom,Executive Studio,1  ,March 2019,Family, Really helpful concierge when I had left behind my phone charger and lovely way the staff had with the children.,9.6,Quality all round - every expectation was exceeded.,0,1,staff|,1
663,Iceland,Superior Double Room,3  ,March 2019,Couple," The breakfast was really good with a great variety of bread, pastry, cereals, fresh fruit and hot plates. The staff was nice and kind. The room was quiet as requested. Location is perfect if you are visiting London.",9.6,Exceptional,0,1,food|staff|noisiness|location|,1
664,United Kingdom,Superior Double Room,1  ,March 2019,Couple," It was our 25th wedding Anniversary. They left us a beautiful card, a bottle of wine and some chocolates to help us celebrate the occasion in our room. Very convenient for Victoria station and we were able to leave our bags with the concierge and head into town. All the staff we met were very helpful and polite.",9.6,Very comfortable room and a great breakfast with plenty of choice.,0,1,drink|location|staff|,1
665,United Kingdom,Superior Queen Room,1  ,March 2019,Couple, The warm welcome and staff.,7.9,A good stay.,0,1,staff|,1
666,Albania,Superior Double Room,1  ,March 2019,Group, Excellent,10.0,Exceptional,0,1,,1
667,Israel,Superior Double Room,5  ,March 2019,Couple," Big and comfort room with a great city view. Very comfort bed. Great location, just 3 minutes walk from Victoria station and underground.",9.2,Wonderful,0,1,comfort|location|bed|,0
668,United Kingdom,Superior Queen Room,1  ,March 2019,Group, Fantastic stay staff very friendly and helpful. Room was lovely very clean and comfortable. Would recommend this hotel and will definitely stay here again,10.0,Excellent,0,1,staff|dirty|comfort|,1
669,United Kingdom,Superior Queen Room,2  ,March 2019,Couple, Would stay here again very nice hotel and not far away from anything,10.0,Exceptional,0,1,,0
670,United Kingdom,Superior Double Room,1  ,March 2019,Couple, Modern and comfortable bed,9.2,Wonderful,0,1,comfort|bed|,0
671,Ireland,Executive Studio (3 Adults),2  ,March 2019,Family," Room, breakfast, staff, facilities, everything",10.0,Another great stay,0,1,food|staff|,1
672,United States of America,Superior Double Room,1  ,March 2019,Family, Location and breakfast,8.3,"Very convenient location to Metro, train station, Buckingham, St. James Park and nearby visitor's at",0,1,location|food|,1
673,United Kingdom,Executive Double Room,3  ,March 2019,Solo traveler, much better since re furb.  sorted staff issues. and now. very good. barvstaff are excellent. as is. F and B   manager.  its my second home in London.  very good pub nearby with superb food.  marquis of Westminster.     and good all round location,7.5,Good,0,1,staff|restaurant|location|drink|food|,1
674,United Kingdom,Superior Twin Room,2  ,March 2019,Family, Friendly staff and excellent  location.,9.2,Wonderful,0,1,staff|location|,1
675,Poland,Superior Double Room,4  ,February 2019,Group, Great location and nice breakfest. Apartments on the highest floor have the best views.  Very easy to get to the Victoria Coach Station. Close to shops and groceries.,8.8,Was a nice trip to Londyn. Always there is a lot o things to do.,0,1,location|restaurant|,1
676,United Kingdom,Superior Double Room,2  ,March 2019,Couple," The facilities are great, and the location is very convenient. Only a few steps from Victoria station.",9.6,"Very good location, spacious and comfortable rooms.",0,1,location|,1
677,United Kingdom,Superior Double Room,1  ,March 2019,Couple, Efficiency of staff,9.6,Great hotel - understaffed in restaurant,0,1,staff|,1
678,United Kingdom,Superior Double Room,1  ,March 2019,Solo traveler," Location,",7.5,Hot.,0,1,location|,1
679,United Kingdom,Superior Queen Room,2  ,March 2019,Solo traveler, Size of the bed and room!!! Spacious and lovely,7.9,Good,0,1,bed|,0
680,Spain,Superior Double Room,1  ,March 2019,Family," the breakfast was lovvely, staff very helpful and friendly",9.6,"lovely staff very helpful and friendly, rooms really nice and breakfast lovely too",0,1,food|staff|,1
681,United Kingdom,Superior Double Room,1  ,March 2019,Couple, staff were friendly and polite,9.2,Wonderful,0,1,staff|,1
682,Netherlands,Superior Twin Room,1  ,March 2019,Family," Location is great. Room was comfortable.
When I left something in my room, it was located and returned to me.",7.5,I little disappointing compared to previous visits.,0,1,location|comfort|,1
683,Portugal,Superior Double Room,5  ,March 2019,Couple," The room was ready when we arrived a little early a great help.  The room was cleaned every day, wardrobe space very good.   The four lifts very helpful.  The location close to the railway station very good. Not to far from the city .",9.2,A  happy stay in a good London Hotel.,0,1,comfort|staff|location|,1
684,Sweden,Superior Double Room,3  ,March 2019,Couple," Very modern room with touch panels controlling everything from lights to air condition and curtains. Cleaning daily, very high standard. The free sauna was very relaxing, gym was modern and well equipped. Breakfast was amazing, something for everyone! Close to everything, easy to get from Gatwich airport to Victoria Station using the Gatwick Express, less than 30 minutes. Will stay here again if I get the opportunity!",10.0,Exceptional,0,1,comfort|temperature|dirty|fitness|food|location|,0
685,Saudi Arabia,Superior Double Room,8  ,March 2019,Couple," The property is good and clean
But i’m not sure is it 4 starts? 
Cause the service was less than that
There are taxi’s bus’s and subway (underground) 
All only 1 or 2 minutes walk from hotel",8.8,Good but not value for money,0,1,dirty|staff|,0
686,United Kingdom,Superior Double Room,1  ,March 2019,Solo traveler," No queue for check out, check in or breakfast.",10.0,Exceptional,0,1,food|,0
687,United Kingdom,Superior Double Room,1  ,February 2019,Group," It is the meeting venue that I will have to attend, so it is convenient to stay in the same hotel.",10.0,Exceptional,0,1,,1
688,United Kingdom,Superior Double Room,1  ,March 2019,Solo traveler," Hotel location was really good, breakfast very nice and staff very helpful",10.0,Would use hotel again!,0,1,location|food|staff|,1
689,Iceland,Superior Double Room,3  ,March 2019,Couple, Location,10.0,Exceptional,0,1,location|,1
690,United Kingdom,Superior Double Room,2  ,March 2019,Couple," Stayed here for the first time years ago, and booked as had tickets for ‘Hamilton’ - location is brilliant and hotel was just as comfortable and clean as I remembered. Asked for a quiet room, and our room (on the 5th floor) was very quiet. We opted to have breakfast over the road at ‘Giraffe’, which was excellent. Couldn’t fault it as a well-priced, super convenient location for a theatre break.",9.2,Great location for ‘Hamilton’ & ‘Wicked’,0,1,location|comfort|dirty|noisiness|food|price|,0
691,United Kingdom,Superior Double Room,1  ,March 2019,Group, Everything on spot,10.0,Exceptional,0,1,location|,1
692,United Kingdom,Superior Queen Room,2  ,March 2019,Couple, Location is perfect for reaching central London quickly,7.5,Good,0,1,location|,1
693,United Kingdom,Superior Double Room,3  ,March 2019,Couple," Friendly staff, great rooms, great location.",10.0,Exceptional,0,1,staff|location|,1
